"Catalog #","Accession #","Class 1","Kingdom","Phylum/Division","Class","Order","Family","Sci. Name:Genus","Sci. Name:Species","Common Name","TSN","Collection #","Item Count","Quantity","Storage Unit","Description","Dimens/Weight","Collector","Collection Date","Condition","Condition Desc","Study #","Other Numbers","Cataloger","Catalog Date","Identified By","Ident Date","Repro Method","Locality","Unit","State","Reference Datum","Watrbody/Drain:Waterbody","Watrbody/Drain:Drainage","UTM Z/E/N","Lat LongN/W","Elevation","Depth","Depos Environ","Habitat/Comm","Habitat","Slope","Aspect","Soil Type","For/Per/Sub","Assoc Spec","Type Specimen","Threat/Endang","T/E Date","Rare","Exotic/Native","Age","Sex","NOTES","Field Season","Ctrl Prop","Location","Object Status","Status Date","Catalog Folder","Maint. Cycle"
"BELA   56585","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Icmadophilaceae","Thamnolia","subuliformis","","192029","21356","1.00","0.00","EA","Thamnolia subuliformis ; Lichen specimen","","Emily A. Holt","7/24/2003","COM/EX","","","GUID:UAMb:Herb:56979; ALAAC#L24795; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946295","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/24/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.68121/-163.62848","1050 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56586","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","arbuscula","","","21350","1.00","0.00","EA","Cladina arbuscula ; Lichen specimen","","Emily A. Holt","7/24/2003","COM/EX","","","GUID:UAMb:Herb:57006; ALAAC#L24792; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946295","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/24/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.68121/-163.62848","1050 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56587","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","maxima","","189928","21352","1.00","0.00","EA","Cladonia maxima ; Lichen specimen","","Emily A. Holt","7/24/2003","COM/EX","","","GUID:UAMb:Herb:57002; ALAAC#L24794; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946295","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/24/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.68121/-163.62848","1050 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56588","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","subfurcata","","189976","21291","1.00","0.00","EA","Cladonia subfurcata ; Lichen specimen","","Emily A. Holt","7/24/2003","COM/EX","","","GUID:UAMb:Herb:57003; ALAAC#L24781; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946180","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/24/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.65365/-163.45537","1000 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56589","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","cyanipes","","189881","21351","1.00","0.00","EA","Cladonia cyanipes ; Lichen specimen","","Emily A. Holt","7/24/2003","COM/EX","","","GUID:UAMb:Herb:57004; ALAAC#L24793; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946295","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/24/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.68121/-163.62848","1050 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56590","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","gracilis","","189904","21347","1.00","0.00","EA","Cladonia gracilis ; Lichen specimen","","Emily A. Holt","7/24/2003","COM/EX","","","GUID:UAMb:Herb:57005; ALAAC#L24791; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946179","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/24/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.63571/-163.87471","450 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56591","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","bellidiflora","","189856","21287","1.00","0.00","EA","Cladonia bellidiflora ; Lichen specimen","","Emily A. Holt","7/24/2003","COM/EX","","","GUID:UAMb:Herb:57007; ALAAC#L24778; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946180","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/24/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.65365/-163.45537","1000 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56592","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Alectoria","ochroleuca","","","21283","1.00","0.00","EA","Alectoria ochroleuca ; Lichen specimen","","Emily A. Holt","7/24/2003","COM/EX","","","GUID:UAMb:Herb:57008; ALAAC#L31119; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946180","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/24/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.65365/-163.45537","1000 m","","","","","","","","","","","","","","","","","Originally Family Alectoriaceae but that is not accepted by ITIS","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56593","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","cornuta","","189873","21335","1.00","0.00","EA","Cladonia cornuta ; Lichen specimen","","Emily A. Holt","7/24/2003","COM/EX","","","GUID:UAMb:Herb:56583; ALAAC#L31123; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946178","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/24/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.68878/-163.59674","1000 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56594","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","cornuta","","189873","21345","1.00","0.00","EA","Cladonia cornuta ; Lichen specimen","","Emily A. Holt","7/24/2003","COM/EX","","","GUID:UAMb:Herb:56584; ALAAC#L31125; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946179","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/24/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.63571/-163.87471","450 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56595","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","sulphurina","","189982","21293","1.00","0.00","EA","Cladonia sulphurina ; Lichen specimen","","Emily A. Holt","7/24/2003","COM/EX","","","GUID:UAMb:Herb:56585; ALAAC#L31120; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946180","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/24/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.65365/-163.45537","1000 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56596","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","sulphurina","","189982","21341","1.00","0.00","EA","Cladonia sulphurina ; Lichen specimen","","Emily A. Holt","7/24/2003","COM/EX","","","GUID:UAMb:Herb:56586; ALAAC#L31124; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946178","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/24/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.68878/-163.59674","1000 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56597","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Cetraria","kamczatica","","190622","20679","1.00","0.00","EA","Cetraria kamczatica ; Lichen specimen","","Emily A. Holt","7/25/2003","COM/EX","","","GUID:UAMb:Herb:56587; ALAAC#L24493; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946181","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/25/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.05357/-164.5105","375 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56598","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Stereocaulaceae","Stereocaulon","paschale","","","20698","1.00","0.00","EA","Stereocaulon paschale ; Lichen specimen","","Emily A. Holt","7/25/2003","COM/EX","","","GUID:UAMb:Herb:56588; ALAAC#L24500; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946181","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/25/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.05357/-164.5105","375 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56599","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Peltigeraceae","Peltigera","polydactyla","","191242","20694","1.00","0.00","EA","Peltigera polydactyla ; Lichen specimen","","Emily A. Holt","7/25/2003","COM/EX","","","GUID:UAMb:Herb:56589; ALAAC#L24499; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946181","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/25/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.05357/-164.5105","375 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56600","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Icmadophilaceae","Thamnolia","subuliformis","","192029","20699","1.00","0.00","EA","Thamnolia subuliformis ; Lichen specimen","","Emily A. Holt","7/25/2003","COM/EX","","","GUID:UAMb:Herb:56617; ALAAC#L24501; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946181","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/25/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.05357/-164.5105","375 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56601","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","arbuscula","","","20680","1.00","0.00","EA","Cladina arbuscula ; Lichen specimen","","Emily A. Holt","7/25/2003","COM/EX","","","GUID:UAMb:Herb:56613; ALAAC#L24495; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946181","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/25/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.05357/-164.5105","375 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56602","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","pleurota","","189944","20685","1.00","0.00","EA","Cladonia pleurota ; Lichen specimen","","Emily A. Holt","7/25/2003","COM/EX","","","GUID:UAMb:Herb:56614; ALAAC#L24497; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946181","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/25/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.05357/-164.5105","375 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56603","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","stricta","","189972","20687","1.00","0.00","EA","Cladonia stricta ; Lichen specimen","","Emily A. Holt","7/25/2003","COM/EX","","","GUID:UAMb:Herb:56615; ALAAC#L24498; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946181","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/25/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.05357/-164.5105","375 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56604","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","gracilis","","189904","20683","1.00","0.00","EA","Cladonia gracilis ; Lichen specimen","","Emily A. Holt","7/25/2003","COM/EX","","","GUID:UAMb:Herb:56616; ALAAC#L24496; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946181","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/25/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.05357/-164.5105","375 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56605","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","borealis","","189857","20369b","1.00","0.00","EA","Cladonia borealis ; Lichen specimen","","Emily A. Holt","7/25/2003","COM/EX","","","GUID:UAMb:Herb:56618; ALAAC#L24409; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946181","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/25/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.05357/-164.5105","375 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56606","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Cetraria","fastigiata","","190615","20678","1.00","0.00","EA","Cetraria fastigiata ; Lichen specimen","","Emily A. Holt","7/25/2003","COM/EX","","","GUID:UAMb:Herb:56619; ALAAC#L31063; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946181","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/25/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.05357/-164.5105","375 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56607","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","crispata","","189876","20682","1.00","0.00","EA","Cladonia crispata ; Lichen specimen","","Emily A. Holt","7/25/2003","COM/EX","","","GUID:UAMb:Herb:56641; ALAAC#L31064; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946181","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/25/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.05357/-164.5105","375 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56608","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Hypogymnia","","","190667","20691","1.00","0.00","EA","Hypogymnia ; Lichen specimen","","Emily A. Holt","7/25/2003","COM/EX","","","GUID:UAMb:Herb:60357; ALAAC#L31065; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946181","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/25/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.05357/-164.5105","375 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56609","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Peltigeraceae","Peltigera","aphthosa","","191224","20667","1.00","0.00","EA","Peltigera aphthosa ; Lichen specimen","","Emily A. Holt","7/25/2003","COM/EX","","","GUID:UAMb:Herb:56642; ALAAC#L30892; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946204","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/25/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.0022/-164.57198","725 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56610","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Icmadophilaceae","Thamnolia","subuliformis","","192029","21176","1.00","0.00","EA","Thamnolia subuliformis ; Lichen specimen","","Emily A. Holt","7/29/2003","COM/EX","","","GUID:UAMb:Herb:56643; ALAAC#L24750; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946205","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/29/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.57438/-163.30933","1100 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56611","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Icmadophilaceae","Thamnolia","vermicularis","","192030","21196","1.00","0.00","EA","Thamnolia vermicularis ; Lichen specimen","","Emily A. Holt","7/29/2003","COM/EX","","","GUID:UAMb:Herb:56644; ALAAC#L24757; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946206","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/29/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.50543/-163.43646","1100 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56612","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Icmadophilaceae","Thamnolia","subuliformis","","192029","21195","1.00","0.00","EA","Thamnolia subuliformis ; Lichen specimen","","Emily A. Holt","7/29/2003","COM/EX","","","GUID:UAMb:Herb:56645; ALAAC#L24756; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946206","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/29/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.50543/-163.43646","1100 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56613","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","arbuscula","","","21190","1.00","0.00","EA","Cladina arbuscula ; Lichen specimen","","Emily A. Holt","7/29/2003","COM/EX","","","GUID:UAMb:Herb:56646; ALAAC#L24755; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946206","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/29/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.50543/-163.43646","1100 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56614","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","cenotea","","189866","21171","1.00","0.00","EA","Cladonia cenotea ; Lichen specimen","","Emily A. Holt","7/29/2003","COM/EX","","","GUID:UAMb:Herb:56672; ALAAC#L24749; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946205","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/29/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.57438/-163.30933","1100 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56615","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Cetraria","nigricans","","190624","21189","1.00","0.00","EA","Cetraria nigricans ; Lichen specimen","","Emily A. Holt","7/29/2003","COM/EX","","","GUID:UAMb:Herb:56668; ALAAC#L31116; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946206","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/29/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.50543/-163.43646","1100 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56616","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Umbilicariales","Umbilicariaceae","Umbilicaria","proboscidea","","191840","21197","1.00","0.00","EA","Umbilicaria proboscidea ; Lichen specimen","","Emily A. Holt","7/29/2003","COM/EX","","","GUID:UAMb:Herb:56669; ALAAC#L30843; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946206","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/29/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.50543/-163.43646","1100 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56617","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Umbilicariales","Umbilicariaceae","Umbilicaria","rigida","","191841","21198","1.00","0.00","EA","Umbilicaria rigida ; Lichen specimen","","Emily A. Holt","7/29/2003","COM/EX","","","GUID:UAMb:Herb:56670; ALAAC#L31280; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946206","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/29/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.50543/-163.43646","1100 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56618","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Bryoria","nitidula","","190584","21266","1.00","0.00","EA","Bryoria nitidula ; Lichen specimen","","Emily A. Holt","7/30/2003","COM/EX","","","GUID:UAMb:Herb:56671; ALAAC#L24774; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946215","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/30/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.66158/-163.22913","1150 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56619","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Icmadophilaceae","Thamnolia","vermicularis","","192030","21307","1.00","0.00","EA","Thamnolia vermicularis ; Lichen specimen","","Emily A. Holt","7/30/2003","COM/EX","","","GUID:UAMb:Herb:56673; ALAAC#L24785; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946216","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/30/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.61686/-163.43085","1150 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56620","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Icmadophilaceae","Thamnolia","vermicularis","","192030","21270","1.00","0.00","EA","Thamnolia vermicularis ; Lichen specimen","","Emily A. Holt","7/30/2003","COM/EX","","","GUID:UAMb:Herb:56674; ALAAC#L24776; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946215","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/30/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.66158/-163.22913","1150 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56621","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","arbuscula","","","21265","1.00","0.00","EA","Cladina arbuscula ; Lichen specimen","","Emily A. Holt","7/30/2003","COM/EX","","","GUID:UAMb:Herb:56696; ALAAC#L24773; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946215","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/30/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.66158/-163.22913","1150 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56622","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","squamosa","","189968","21308","1.00","0.00","EA","Cladonia squamosa ; Lichen specimen","","Emily A. Holt","7/30/2003","COM/EX","","","GUID:UAMb:Herb:56697; ALAAC#L24786; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946216","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/30/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.61686/-163.43085","1150 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
