Catalog #,Accession #,Class 1,Kingdom,Phylum/Division,Class,Order,Family,Sci. Name:Genus,Sci. Name:Species,Common Name,TSN,Item Count,Quantity,Storage Unit,Description,Dimens/Weight,Collector,Collection #,Collection Date,Condition,Condition Desc,Study #,Other Numbers,Cataloger,Catalog Date,Identified By,Ident Date,Repro Method,Locality,Unit,State,Reference Datum,Watrbody/Drain:Waterbody,Watrbody/Drain:Drainage,UTM Z/E/N,Lat LongN/W,Elevation,Depth,Depos Environ,Habitat/Comm,Habitat,Slope,Aspect,Soil Type,For/Per/Sub,Assoc Spec,Type Specimen,Threat/Endang,T/E Date,Rare,Exotic/Native,Age,Sex,Notes,Field Season,Ctrl Prop,Location,Object Status,Status Date,Catalog Folder,Maint. Cycle
BELA   56553,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,furcata,"","",1,"",EA,Cladonia furcata; whole organism,"","HOLT, EMILY",20585,7/16/2003,COM/GD,"","",Arctos=UAMb:Herb:56861 ALAAC=L24460,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/16/2003,"","Plot 13L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.9202/W163.82831,700 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56554,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,arbuscula,"","",1,"",EA,Cladina arbuscula; whole organism,"","HOLT, EMILY",20584,7/16/2003,COM/GD,"","",Arctos=UAMb:Herb:56862 ALAAC=L24459,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/16/2003,"","Plot 13L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.9202/W163.82831,700 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56550,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Nephromataceae,Nephroma,expallidum,"","",1,"",EA,Nephroma expallidum; whole organism,"","HOLT, EMILY",20590,7/16/2003,COM/GD,"","",Arctos=UAMb:Herb:56863 ALAAC=L24463,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/16/2003,"","Plot 13L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.9202/W163.82831,700 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56555,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,arbuscula,"","",1,"",EA,Cladina arbuscula; whole organism,"","HOLT, EMILY",20594,7/16/2003,COM/GD,"","",Arctos=UAMb:Herb:56864 ALAAC=L24464,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/16/2003,"","Plot 13L-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.87399/W163.81134,55 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56556,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,pyxidata,"","",1,"",EA,Cladonia pyxidata; whole organism,"","HOLT, EMILY",20588,7/16/2003,COM/GD,"","",Arctos=UAMb:Herb:56865 ALAAC=L24461,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/16/2003,"","Plot 13L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.9202/W163.82831,700 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56664,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,bellidiflora,"","",1,"",EA,Cladonia bellidiflora; whole organism,"","HOLT, EMILY",20722,8/1/2003,COM/GD,"","",Arctos=UAMb:Herb:56866 ALAAC=L30894,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",8/1/2003,"","Plot 15S-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.00454/W164.57625,875 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56665,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Umbilicariaceae,Umbilicaria,arctica,"","",1,"",EA,Umbilicaria arctica; whole organism,"","HOLT, EMILY",20715,8/1/2003,COM/GD,"","",Arctos=UAMb:Herb:56867 ALAAC=L31270,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",8/1/2003,"","Plot 15S, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.00559/W164.57716,825 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56666,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,squamosa,"","",1,"",EA,Cladonia squamosa; whole organism,"","HOLT, EMILY",20708,8/1/2003,COM/GD,"","",Arctos=UAMb:Herb:56868 ALAAC=L31269,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",8/1/2003,"","Plot 15S, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.00559/W164.57716,825 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56337,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Alectoriaceae,Alectoria,nigricans,"","",1,"",EA,Alectoria nigricans; whole organism,"","HOLT, EMILY",20626,6/17/2003,COM/GD,"","",Arctos=UAMb:Herb:56873 ALAAC=L24479,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/17/2003,"","Plot 14M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.94502/W164.33946,300 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56338,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,uncialis,"","",1,"",EA,Cladonia uncialis; whole organism,"","HOLT, EMILY",20471,6/17/2003,COM/GD,"","",Arctos=UAMb:Herb:56874 ALAAC=L24428,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/17/2003,"","Plot 11P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.89492/W164.21873,675 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56339,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,,Peltigeraceae,Peltigera,leucophlebia,"","",1,"",EA,Peltigera leucophlebia; whole organism,"","HOLT, EMILY",20473,6/17/2003,COM/GD,"","",Arctos=UAMb:Herb:56875 ALAAC=L24430,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/17/2003,"","Plot 11P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.89492/W164.21873,675 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56340,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,,Peltigeraceae,Peltigera,aphthosa,"","",1,"",EA,Peltigera aphthosa; whole organism,"","HOLT, EMILY",20472,6/17/2003,COM/GD,"","",Arctos=UAMb:Herb:56876 ALAAC=L24429,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/17/2003,"","Plot 11P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.89492/W164.21873,675 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56341,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,vermicularis,"","",1,"",EA,Thamnolia vermicularis; whole organism,"","HOLT, EMILY",20639,6/17/2003,COM/GD,"","",Arctos=UAMb:Herb:56877 ALAAC=L24483,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/17/2003,"","Plot 14M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.94502/W164.33946,300 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56342,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,vermicularis,"","",1,"",EA,Thamnolia vermicularis; whole organism,"","HOLT, EMILY",20619,6/17/2003,COM/GD,"","",Arctos=UAMb:Herb:56878 ALAAC=L24476,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/17/2003,"","Plot 13M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.01977/W164.02547,100 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56343,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,subuliformis,"","",1,"",EA,Thamnolia subuliformis; whole organism,"","HOLT, EMILY",20475,6/17/2003,COM/GD,"","",Arctos=UAMb:Herb:56879 ALAAC=L24431,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/17/2003,"","Plot 11P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.89492/W164.21873,675 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56445,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,,Peltigeraceae,Peltigera,leucophlebia,"","",1,"",EA,Peltigera leucophlebia; whole organism,"","HOLT, EMILY",21440,7/5/2003,COM/GD,"","",Arctos=UAMb:Herb:56880 ALAAC=L24813,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/5/2003,"","Plot 8M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.65105/W164.14137,425 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56446,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,,Peltigeraceae,Peltigera,leucophlebia,"","",1,"",EA,Peltigera leucophlebia; whole organism,"","HOLT, EMILY",21454,7/5/2003,COM/GD,"","",Arctos=UAMb:Herb:56881 ALAAC=L24818,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/5/2003,"","Plot 8P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.6033/W164.23975,525 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56447,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,vermicularis,"","",1,"",EA,Thamnolia vermicularis; whole organism,"","HOLT, EMILY",21417,7/5/2003,COM/GD,"","",Arctos=UAMb:Herb:56882 ALAAC=L24806,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/5/2003,"","Plot 8L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.59394/W164.23094,825 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56448,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,vermicularis,"","",1,"",EA,Thamnolia vermicularis; whole organism,"","HOLT, EMILY",21453,7/5/2003,COM/GD,"","",Arctos=UAMb:Herb:56883 ALAAC=L24817,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/5/2003,"","Plot 8P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.6033/W164.23975,525 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56444,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,cornuta,"","",1,"",EA,Cladonia cornuta; whole organism,"","HOLT, EMILY",21446,7/5/2003,COM/GD,"","",Arctos=UAMb:Herb:56884 ALAAC=L24815,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/5/2003,"","Plot 8P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.6033/W164.23975,525 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56449,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria,tilesii,"","",1,"",EA,Cetraria tilesii; whole organism,"","HOLT, EMILY",21403,7/5/2003,COM/GD,"","",Arctos=UAMb:Herb:56885 ALAAC=L24804,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/5/2003,"","Plot 8L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.59394/W164.23094,825 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56450,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,macroceras,"","",1,"",EA,Cladonia macroceras; whole organism,"","HOLT, EMILY",21405,7/5/2003,COM/GD,"","",Arctos=UAMb:Herb:56886 ALAAC=L24805,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/5/2003,"","Plot 8L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.59394/W164.23094,825 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56557,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,sulphurina,"","",1,"",EA,Cladonia sulphurina; whole organism,"","HOLT, EMILY",20600,7/16/2003,COM/GD,"","",Arctos=UAMb:Herb:56887 ALAAC=L24471,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/16/2003,"","Plot 13L-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.87399/W163.81134,55 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56558,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,amaurocraea,"","",1,"",EA,Cladonia amaurocraea; whole organism,"","HOLT, EMILY",20595,7/16/2003,COM/GD,"","",Arctos=UAMb:Herb:56888 ALAAC=L24465,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/16/2003,"","Plot 13L-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.87399/W163.81134,55 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56559,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,cenotea,"","",1,"",EA,Cladonia cenotea; whole organism,"","HOLT, EMILY",20597,7/16/2003,COM/GD,"","",Arctos=UAMb:Herb:56889 ALAAC=L24467,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/16/2003,"","Plot 13L-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.87399/W163.81134,55 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56560,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,,Peltigeraceae,Peltigera,aphthosa,"","",1,"",EA,Peltigera aphthosa; whole organism,"","HOLT, EMILY",20602,7/16/2003,COM/GD,"","",Arctos=UAMb:Herb:56890 ALAAC=L31058,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/16/2003,"","Plot 13L-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.87399/W163.81134,55 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56561,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria,andrejevii,"","",1,"",EA,Cetraria andrejevii; whole organism,"","HOLT, EMILY",20398,7/18/2003,COM/GD,"","",Arctos=UAMb:Herb:56891 ALAAC=L31042,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/18/2003,"",In Serpentine area in Bering Land Bridge National Preserve,"",AK,WGS 84,"","","",N65.84222/W164.6039,1000 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56562,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,coccifera,"","",1,"",EA,Cladonia coccifera; whole organism,"","HOLT, EMILY",20359b,7/20/2003,COM/GD,"","",Arctos=UAMb:Herb:56892 ALAAC=L24404,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/20/2003,"","Plot 15M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.06953/W164.75362,150 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56563,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,,Peltigeraceae,Peltigera,scabrosa,"","",1,"",EA,Peltigera scabrosa; whole organism,"","HOLT, EMILY",20812,7/20/2003,COM/GD,"","",Arctos=UAMb:Herb:56893 ALAAC=L24531,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/20/2003,"","Plot 19M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.18131/W164.5916,100 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56345,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,arbuscula,"","",1,"",EA,Cladina arbuscula; whole organism,"","HOLT, EMILY",20628,6/17/2003,COM/GD,"","",Arctos=UAMb:Herb:56902 ALAAC=L24480,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/17/2003,"","Plot 14M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.94502/W164.33946,300 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56346,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,arbuscula,"","",1,"",EA,Cladina arbuscula; whole organism,"","HOLT, EMILY",20640,6/17/2003,COM/GD,"","",Arctos=UAMb:Herb:56903 ALAAC=L24485,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/17/2003,"","Plot 14P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.97266/W164.25682,260 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56347,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,sulphurina,"","",1,"",EA,Cladonia sulphurina; whole organism,"","HOLT, EMILY",20637,6/17/2003,COM/GD,"","",Arctos=UAMb:Herb:56904 ALAAC=L24482,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/17/2003,"","Plot 14M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.94502/W164.33946,300 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56348,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,amaurocraea,"","",1,"",EA,Cladonia amaurocraea; whole organism,"","HOLT, EMILY",20611,6/17/2003,COM/GD,"","",Arctos=UAMb:Herb:56905 ALAAC=L24474,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/17/2003,"","Plot 13M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.01977/W164.02547,100 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56344,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,arbuscula,"","",1,"",EA,Cladina arbuscula; whole organism,"","HOLT, EMILY",20608,6/17/2003,COM/GD,"","",Arctos=UAMb:Herb:56906 ALAAC=L24473,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/17/2003,"","Plot 13M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.01977/W164.02547,100 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56349,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,gracilis,"","",1,"",EA,Cladonia gracilis; whole organism,"","HOLT, EMILY",20647,6/17/2003,COM/GD,"","",Arctos=UAMb:Herb:56907 ALAAC=L24486,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/17/2003,"","Plot 14P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.97266/W164.25682,260 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56350,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,gracilis,"","",1,"",EA,Cladonia gracilis; whole organism,"","HOLT, EMILY",20614,6/17/2003,COM/GD,"","",Arctos=UAMb:Herb:56908 ALAAC=L24475,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/17/2003,"","Plot 13M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.01977/W164.02547,100 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56452,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Peltigerales,Peltigeraceae,Solorina,bispora,"","",1,"",EA,Solorina bispora; whole organism,"","HOLT, EMILY",21452,7/5/2003,COM/GD,"","",Arctos=UAMb:Herb:56909 ALAAC=L31142,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/5/2003,"","Plot 8P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.6033/W164.23975,525 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56453,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Dactylina,arctica,"","",1,"",EA,Dactylina arctica; whole organism,"","HOLT, EMILY",21407,7/5/2003,COM/GD,"","",Arctos=UAMb:Herb:56910 ALAAC=L31134,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/5/2003,"","Plot 8L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.59394/W164.23094,825 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56454,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,,Peltigeraceae,Peltigera,aphthosa,"","",1,"",EA,Peltigera aphthosa; whole organism,"","HOLT, EMILY",21439,7/5/2003,COM/GD,"","",Arctos=UAMb:Herb:56911 ALAAC=L31141,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/5/2003,"","Plot 8M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.65105/W164.14137,425 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56455,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Parmeliaceae,Cetraria,pinastri,"","",1,"",EA,Cetraria pinastri; whole organism,"","HOLT, EMILY",21430,7/5/2003,COM/GD,"","",Arctos=UAMb:Herb:56912 ALAAC=L31138,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/5/2003,"","Plot 8M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.65105/W164.14137,425 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56451,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,amaurocraea,"","",1,"",EA,Cladonia amaurocraea; whole organism,"","HOLT, EMILY",21443a,7/5/2003,COM/GD,"","",Arctos=UAMb:Herb:56913 ALAAC=L24814,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/5/2003,"","Plot 8P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.6033/W164.23975,525 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56456,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria,nivalis,"","",1,"",EA,Cetraria nivalis; whole organism,"","HOLT, EMILY",21418,7/5/2003,COM/GD,"","",Arctos=UAMb:Herb:56914 ALAAC=L31135,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/5/2003,"","Plot 8L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.59394/W164.23094,825 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
