Catalog #,Accession #,Class 1,Kingdom,Phylum/Division,Class,Order,Family,Sci. Name:Genus,Sci. Name:Species,Common Name,TSN,Item Count,Quantity,Storage Unit,Description,Dimens/Weight,Collector,Collection #,Collection Date,Condition,Condition Desc,Study #,Other Numbers,Cataloger,Catalog Date,Identified By,Ident Date,Repro Method,Locality,Unit,State,Reference Datum,Watrbody/Drain:Waterbody,Watrbody/Drain:Drainage,UTM Z/E/N,Lat LongN/W,Elevation,Depth,Depos Environ,Habitat/Comm,Habitat,Slope,Aspect,Soil Type,For/Per/Sub,Assoc Spec,Type Specimen,Threat/Endang,T/E Date,Rare,Exotic/Native,Age,Sex,Notes,Field Season,Ctrl Prop,Location,Object Status,Status Date,Catalog Folder,Maint. Cycle
BELA   56190,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmelia,skultii,"","",1,"",EA,Parmelia skultii; whole organism,"","NEITLICH, PETER",3112,7/1/2000,COM/GD,"","",Arctos=UAMb:Herb:56414 ALAAC=L27198,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/1/2000,"",Granite tors above Serpentine Hot Springs,"",AK,WGS 84,"","","",N65.84222/W164.60405,400 m,"","","",,"","","","","",,"","","","","","","",2000,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56191,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Ochrolechia,,"","",1,"",EA,; whole organism,"","NEITLICH, PETER",3121,7/1/2000,COM/GD,"","",Arctos=UAMb:Herb:56415 ALAAC=L27209,"METZGAR, JORDAN",11/11/2015,"NEITLICH, PETER",7/1/2000,"",Granite tors above Serpentine Hot Springs,"",AK,WGS 84,"","","",N65.84222/W164.60405,400 m,"","","",,"","","","","",,"","","","","","","",2000,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56187,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Hypogymnia,bitteri,"","",1,"",EA,Hypogymnia bitteri; whole organism,"","NEITLICH, PETER",3096,7/1/2000,COM/GD,"","",Arctos=UAMb:Herb:56416 ALAAC=L27088,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/1/2000,"",Granite tors above Serpentine Hot Springs,"",AK,WGS 84,"","","",N65.84222/W164.60405,400 m,"","","",,"","","","","",,"","","","","","","",2000,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56192,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Ochrolechia,,"","",1,"",EA,; whole organism,"","NEITLICH, PETER",3120,7/1/2000,COM/GD,"","",Arctos=UAMb:Herb:56417 ALAAC=L27208,"METZGAR, JORDAN",11/11/2015,"NEITLICH, PETER",7/1/2000,"",Granite tors above Serpentine Hot Springs,"",AK,WGS 84,"","","",N65.84222/W164.60405,400 m,"","","",,"","","","","",,"","","","","","","",2000,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56193,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,Pertusaria,,"","",1,"",EA,; whole organism,"","NEITLICH, PETER",3105,7/1/2000,COM/GD,"","",Arctos=UAMb:Herb:56418 ALAAC=L27191,"METZGAR, JORDAN",11/11/2015,"NEITLICH, PETER",7/1/2000,"",Granite tors above Serpentine Hot Springs,"",AK,WGS 84,"","","",N65.84222/W164.60405,400 m,"","","",,"","","","","",,"","","","","","","",2000,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56195,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,,Teloschistaceae,Xanthoria,candelaria,"","",1,"",EA,Xanthoria candelaria; whole organism,"","NEITLICH, PETER",3094,7/1/2000,COM/GD,"","",Arctos=UAMb:Herb:56419 ALAAC=L27086,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/1/2000,"",Granite tors above Serpentine Hot Springs,"",AK,WGS 84,"","","",N65.84222/W164.60405,400 m,"","","",,"","","","","",,"","","","","","","",2000,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56196,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,,Teloschistaceae,Xanthoria,candelaria,"","",1,"",EA,Xanthoria candelaria; whole organism,"","NEITLICH, PETER",3109,7/1/2000,COM/GD,"","",Arctos=UAMb:Herb:56420 ALAAC=L27195,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/1/2000,"",Granite tors above Serpentine Hot Springs,"",AK,WGS 84,"","","",N65.84222/W164.60405,400 m,"","","",,"","","","","",,"","","","","","","",2000,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56197,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Umbilicariaceae,Umbilicaria,vellea,"","",1,"",EA,Umbilicaria vellea; whole organism,"","NEITLICH, PETER",3113,7/1/2000,COM/GD,"","",Arctos=UAMb:Herb:56421 ALAAC=L27199,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/1/2000,"",Granite tors above Serpentine Hot Springs,"",AK,WGS 84,"","","",N65.84222/W164.60405,400 m,"","","",,"","","","","",,"","","","","","","",2000,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56198,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Umbilicariaceae,Umbilicaria,proboscidea,"","",1,"",EA,Umbilicaria proboscidea; whole organism,"","NEITLICH, PETER",3098,7/1/2000,COM/GD,"","",Arctos=UAMb:Herb:56422 ALAAC=L27090,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/1/2000,"",Granite tors above Serpentine Hot Springs,"",AK,WGS 84,"","","",N65.84222/W164.60405,400 m,"","","",,"","","","","",,"","","","","","","",2000,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56194,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Parmeliaceae,Melanelia,stygia,"","",1,"",EA,Melanelia stygia; whole organism,"","NEITLICH, PETER",3095,7/1/2000,COM/GD,"","",Arctos=UAMb:Herb:56423 ALAAC=L27087,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/1/2000,"",Granite tors above Serpentine Hot Springs,"",AK,WGS 84,"","","",N65.84222/W164.60405,400 m,"","","",,"","","","","",,"","","","","","","",2000,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56199,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Umbilicariaceae,Umbilicaria,hyperborea,"","",1,"",EA,Umbilicaria hyperborea; whole organism,"","NEITLICH, PETER",3092,7/1/2000,COM/GD,"","",Arctos=UAMb:Herb:56424 ALAAC=L27084,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/1/2000,"",Granite tors above Serpentine Hot Springs,"",AK,WGS 84,"","","",N65.84222/W164.60405,400 m,"","","",,"","","","","",,"","","","","","","",2000,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56200,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Umbilicariaceae,Umbilicaria,hyperborea,"","",1,"",EA,Umbilicaria hyperborea; whole organism,"","NEITLICH, PETER",3110,7/1/2000,COM/GD,"","",Arctos=UAMb:Herb:56425 ALAAC=L27196,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/1/2000,"",Granite tors above Serpentine Hot Springs,"",AK,WGS 84,"","","",N65.84222/W164.60405,400 m,"","","",,"","","","","",,"","","","","","","",2000,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56202,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Umbilicariaceae,Umbilicaria,hyperborea,"","",1,"",EA,Umbilicaria hyperborea; whole organism,"","NEITLICH, PETER",3090,7/1/2000,COM/GD,"","",Arctos=UAMb:Herb:56426 ALAAC=L27082,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/1/2000,"",Granite tors above Serpentine Hot Springs,"",AK,WGS 84,"","","",N65.84222/W164.60405,400 m,"","","",,"","","","","",,"","","","","","","",2000,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56203,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,stricta,"","",1,"",EA,Cladonia stricta; whole organism,"","NEITLICH, PETER",3102,7/1/2000,COM/GD,"","",Arctos=UAMb:Herb:56427 ALAAC=L27188,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/1/2000,"",Granite tors above Serpentine Hot Springs,"",AK,WGS 84,"","","",N65.84222/W164.60405,400 m,"","","",,"","","","","",,"","","","","","","",2000,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56204,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,stricta,"","",1,"",EA,Cladonia stricta; whole organism,"","NEITLICH, PETER",3101,7/1/2000,COM/GD,"","",Arctos=UAMb:Herb:56428 ALAAC=L27187,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/1/2000,"",Granite tors above Serpentine Hot Springs,"",AK,WGS 84,"","","",N65.84222/W164.60405,400 m,"","","",,"","","","","",,"","","","","","","",2000,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56205,BELA-00128,BIOLOGY,Fungi; Fungi,Ascomycota; Ascomycota,Lecanoromycetes; Lecanoromycetes,Lecanorales; Lecanorales,Cladoniaceae; Cladoniaceae,Cladonia; Cladonia,,"","",1,"",EA,; whole organism,"","NEITLICH, PETER",20265,8/13/2000,COM/GD,"","",Arctos=UAMb:Herb:56429 ALAAC=L24379,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",8/13/2000,"","In Bering Land Bridge National Preserve, Plot K","",AK,WGS 84,"","","",N65.33863/W163.3376,,"","","",,"","","","","",,"","","","","","","",2000,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56201,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Umbilicariaceae,Umbilicaria,hyperborea,"","",1,"",EA,Umbilicaria hyperborea; whole organism,"","NEITLICH, PETER",3091,7/1/2000,COM/GD,"","",Arctos=UAMb:Herb:56430 ALAAC=L27083,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/1/2000,"",Granite tors above Serpentine Hot Springs,"",AK,WGS 84,"","","",N65.84222/W164.60405,400 m,"","","",,"","","","","",,"","","","","","","",2000,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56206,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Bryoria,nitidula,"","",1,"",EA,Bryoria nitidula; whole organism,"","NEITLICH, PETER",20225,8/13/2000,COM/GD,"","",Arctos=UAMb:Herb:56431 ALAAC=L24357,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",8/13/2000,"","In Bering Land Bridge National Preserve, Plot A","",AK,WGS 84,"","","",N65.78974/W164.12529,,"","","",,"","","","","",,"","","","","","","",2000,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56207,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Bryoria,nitidula,"","",1,"",EA,Bryoria nitidula; whole organism,"","NEITLICH, PETER",20222,8/13/2000,COM/GD,"","",Arctos=UAMb:Herb:56432 ALAAC=L24356,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",8/13/2000,"","In Bering Land Bridge National Preserve, Plot E","",AK,WGS 84,"","","",N65.84483/W163.68788,,"","","",,"","","","","",,"","","","","","","",2000,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56274,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria,laevigata,"","",1,"",EA,Cetraria laevigata; whole organism,"","HOLT, EMILY",21018,6/13/2003,COM/GD,"","",Arctos=UAMb:Herb:56470 ALAAC=L24713,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/13/2003,"","Plot 2S, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.28011/W162.8716,2300 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56275,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria,laevigata,"","",1,"",EA,Cetraria laevigata; whole organism,"","HOLT, EMILY",20965,6/13/2003,COM/GD,"","",Arctos=UAMb:Herb:56471 ALAAC=L24577,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/13/2003,"","Plot 2L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.36536/W163.33598,1600 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56276,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria,islandica,"","",1,"",EA,Cetraria islandica; whole organism,"","HOLT, EMILY",20828,6/13/2003,COM/GD,"","",Arctos=UAMb:Herb:56472 ALAAC=L24536,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/13/2003,"","Plot 1L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.37055/W163.50363,1450 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56277,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria,islandica,"","",1,"",EA,Cetraria islandica; whole organism,"","HOLT, EMILY",20963,6/13/2003,COM/GD,"","",Arctos=UAMb:Herb:56473 ALAAC=L24576,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/13/2003,"","Plot 2L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.36536/W163.33598,1600 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56278,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria,islandica,"","",1,"",EA,Cetraria islandica; whole organism,"","HOLT, EMILY",21016,6/13/2003,COM/GD,"","",Arctos=UAMb:Herb:56474 ALAAC=L24712,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/13/2003,"","Plot 2S, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.28011/W162.8716,2300 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56279,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Caliciales,Sphaerophoraceae,Sphaerophorus,globosus,"","",1,"",EA,Sphaerophorus globosus; whole organism,"","HOLT, EMILY",20850,6/13/2003,COM/GD,"","",Arctos=UAMb:Herb:56475 ALAAC=L24543,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/13/2003,"","Plot 1L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.37055/W163.50363,1450 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56280,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,coccifera,"","",1,"",EA,Cladonia coccifera; whole organism,"","HOLT, EMILY",20347b,6/13/2003,COM/GD,"","",Arctos=UAMb:Herb:56476 ALAAC=L24401,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/13/2003,"","Plot 2L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.36536/W163.33598,1600 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56282,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmelia,omphalodes,"","",1,"",EA,Parmelia omphalodes; whole organism,"","HOLT, EMILY",20978,6/13/2003,COM/GD,"","",Arctos=UAMb:Herb:56477 ALAAC=L24581,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/13/2003,"","Plot 2L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.36536/W163.33598,1600 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56283,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,subuliformis,"","",1,"",EA,Thamnolia subuliformis; whole organism,"","HOLT, EMILY",21036,6/13/2003,COM/GD,"","",Arctos=UAMb:Herb:56478 ALAAC=L24718,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/13/2003,"","Plot 2S, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.28011/W162.8716,2300 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56284,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,arbuscula,"","",1,"",EA,Cladina arbuscula; whole organism,"","HOLT, EMILY",20833,6/13/2003,COM/GD,"","",Arctos=UAMb:Herb:56479 ALAAC=L24538,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/13/2003,"","Plot 1L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.37055/W163.50363,1450 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56285,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,arbuscula,"","",1,"",EA,Cladina arbuscula; whole organism,"","HOLT, EMILY",20985,6/13/2003,COM/GD,"","",Arctos=UAMb:Herb:56480 ALAAC=L24582,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/13/2003,"","Plot 2L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.36536/W163.33598,1600 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56281,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,coccifera,"","",1,"",EA,Cladonia coccifera; whole organism,"","HOLT, EMILY",20346a,6/13/2003,COM/GD,"","",Arctos=UAMb:Herb:56481 ALAAC=L24399,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/13/2003,"","Plot 1L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.37055/W163.50363,1450 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56286,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,mitis,"","",1,"",EA,Cladina mitis; whole organism,"","HOLT, EMILY",21021,6/13/2003,COM/GD,"","",Arctos=UAMb:Herb:56482 ALAAC=L24716,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/13/2003,"","Plot 2S, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.28011/W162.8716,2300 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56287,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,rangiferina,"","",1,"",EA,Cladina rangiferina; whole organism,"","HOLT, EMILY",20835,6/13/2003,COM/GD,"","",Arctos=UAMb:Herb:56483 ALAAC=L24539,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/13/2003,"","Plot 1L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.37055/W163.50363,1450 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56288,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Parmeliaceae,Cetraria,pinastri,"","",1,"",EA,Cetraria pinastri; whole organism,"","HOLT, EMILY",20966,6/13/2003,COM/GD,"","",Arctos=UAMb:Herb:56484 ALAAC=L24578,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/13/2003,"","Plot 2L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.36536/W163.33598,1600 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56289,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,,Nephromataceae,Nephroma,arcticum,"","",1,"",EA,Nephroma arcticum; whole organism,"","HOLT, EMILY",20845,6/13/2003,COM/GD,"","",Arctos=UAMb:Herb:56485 ALAAC=L24541,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/13/2003,"","Plot 1L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.37055/W163.50363,1450 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56290,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,gracilis,"","",1,"",EA,Cladonia gracilis; whole organism,"","HOLT, EMILY",20971b,6/13/2003,COM/GD,"","",Arctos=UAMb:Herb:56486 ALAAC=L24580,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/13/2003,"","Plot 2L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.36536/W163.33598,1600 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56291,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,gracilis,"","",1,"",EA,Cladonia gracilis; whole organism,"","HOLT, EMILY",20839,6/13/2003,COM/GD,"","",Arctos=UAMb:Herb:56487 ALAAC=L24540,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/13/2003,"","Plot 1L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.37055/W163.50363,1450 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56292,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Caliciales,Sphaerophoraceae,Sphaerophorus,fragilis,"","",1,"",EA,Sphaerophorus fragilis; whole organism,"","HOLT, EMILY",21033,6/13/2003,COM/GD,"","",Arctos=UAMb:Herb:56488 ALAAC=L31098,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/13/2003,"","Plot 2S, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.28011/W162.8716,2300 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56293,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria,delisei,"","",1,"",EA,Cetraria delisei; whole organism,"","HOLT, EMILY",20961,6/13/2003,COM/GD,"","",Arctos=UAMb:Herb:56489 ALAAC=L31091,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/13/2003,"","Plot 2L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.36536/W163.33598,1600 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56294,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Dactylina,arctica,"","",1,"",EA,Dactylina arctica; whole organism,"","HOLT, EMILY",20976,6/13/2003,COM/GD,"","",Arctos=UAMb:Herb:56490 ALAAC=L31092,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/13/2003,"","Plot 2L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.36536/W163.33598,1600 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56317,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria,nivalis,"","",1,"",EA,Cetraria nivalis; whole organism,"","HOLT, EMILY",20541,6/15/2003,COM/GD,"","",Arctos=UAMb:Herb:56491 ALAAC=L24451,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/15/2003,"","Plot 12S, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.81852/W164.48854,1550 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56318,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,arbuscula,"","",1,"",EA,Cladina arbuscula; whole organism,"","HOLT, EMILY",21462,6/15/2003,COM/GD,"","",Arctos=UAMb:Herb:56492 ALAAC=L24824,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/15/2003,"","Plot 8S, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.7208/W164.17265,1000 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
